time;NETWORK_B1_U_value;NETWORK_B1_phi_value;NETWORK_B2_U_value;NETWORK_B2_phi_value;NETWORK_B3_U_value;NETWORK_B4_U_value;NETWORK_B5_U_value;NETWORK_B5_phi_value;NETWORK_B6_U_value;NETWORK_B7_U_value;NETWORK_B8_U_value;NETWORK_B8_phi_value;NETWORK_B9_U_value;NETWORK_B10_U_value;NETWORK_B11_U_value;NETWORK_B11_phi_value;NETWORK_B12_U_value;NETWORK_B13_U_value;NETWORK_B13_phi_value;NETWORK_B14_U_value;NETWORK_B15_U_value;NETWORK_B16_U_value;NETWORK_B17_U_value;NETWORK_B18_U_value;NETWORK_B19_U_value;NETWORK_B20_U_value;NETWORK_B21_U_value;NETWORK_B22_U_value;NETWORK_B23_U_value;NETWORK_B24_U_value;NETWORK_B25_U_value;NETWORK_B26_U_value;NETWORK_B27_U_value;NETWORK_B28_U_value;NETWORK_B29_U_value;NETWORK_B30_U_value;B1-G1_generator_PGenPu;B1-G1_generator_QGenPu;B1-G1_generator_UPu;B2-G1_generator_PGenPu;B2-G1_generator_QGenPu;B2-G1_generator_UPu;B5-G1_generator_PGenPu;B5-G1_generator_QGenPu;B5-G1_generator_UPu;B8-G1_generator_PGenPu;B8-G1_generator_QGenPu;B8-G1_generator_UPu;B11-G1_generator_PGenPu;B11-G1_generator_QGenPu;B11-G1_generator_UPu;B13-G1_generator_PGenPu;B13-G1_generator_QGenPu;B13-G1_generator_UPu;
125.599990;139.920000;0.000000;137.694480;-4.769377;134.311606;133.152218;133.320000;-28.012457;133.190012;131.719351;133.320000;-15.128141;11.352975;34.113166;11.862107;-14.188401;35.231595;11.781000;-18.472369;34.670245;34.414788;34.471306;34.066666;33.903258;33.705752;33.780550;33.737338;33.767251;33.929622;33.562563;33.493518;32.908751;33.731583;132.740566;33.076137;32.697040;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401338;1.010000;0.020060;0.240000;1.078373;0.020060;0.232434;1.071000;
126.599990;139.920000;0.000000;137.694480;-4.769377;134.311605;133.152217;133.320000;-28.012458;133.190011;131.719350;133.320000;-15.128142;11.352975;34.113165;11.862107;-14.188401;35.231595;11.781000;-18.472371;34.670244;34.414787;34.471305;34.066664;33.903257;33.705751;33.780549;33.737336;33.767249;33.929620;33.562561;33.493516;32.908749;33.731581;132.740565;33.076135;32.697038;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401339;1.010000;0.020061;0.240000;1.078373;0.020061;0.232435;1.071000;
127.599990;139.920000;0.000000;137.694480;-4.769377;134.311604;133.152216;133.320000;-28.012458;133.190010;131.719348;133.320000;-15.128143;11.352975;34.113163;11.862107;-14.188400;35.231595;11.781000;-18.472374;34.670244;34.414786;34.471304;34.066663;33.903256;33.705749;33.780547;33.737334;33.767247;33.929619;33.562560;33.493515;32.908746;33.731580;132.740563;33.076133;32.697035;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401339;1.010000;0.020061;0.240000;1.078373;0.020061;0.232435;1.071000;
128.599990;139.920000;0.000000;137.694480;-4.769378;134.311603;133.152215;133.320000;-28.012459;133.190009;131.719347;133.320000;-15.128144;11.352975;34.113162;11.862107;-14.188400;35.231594;11.781000;-18.472376;34.670244;34.414786;34.471303;34.066661;33.903255;33.705748;33.780546;33.737333;33.767246;33.929618;33.562558;33.493513;32.908744;33.731579;132.740562;33.076131;32.697033;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401339;1.010000;0.020061;0.240000;1.078373;0.020061;0.232435;1.071000;
129.599990;139.920000;0.000000;137.694480;-4.769378;134.311602;133.152214;133.320000;-28.012459;133.190008;131.719346;133.320000;-15.128145;11.352975;34.113160;11.862106;-14.188400;35.231594;11.781000;-18.472377;34.670243;34.414785;34.471302;34.066660;33.903254;33.705747;33.780545;33.737331;33.767244;33.929617;33.562556;33.493512;32.908742;33.731577;132.740560;33.076130;32.697031;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401339;1.010000;0.020061;0.240000;1.078373;0.020061;0.232435;1.071000;
130.599990;139.920000;0.000000;137.694480;-4.769378;134.311602;133.152214;133.320000;-28.012460;133.190007;131.719345;133.320000;-15.128145;11.352975;34.113159;11.862106;-14.188400;35.231594;11.781000;-18.472379;34.670243;34.414784;34.471302;34.066659;33.903253;33.705746;33.780544;33.737330;33.767243;33.929616;33.562555;33.493510;32.908741;33.731576;132.740559;33.076128;32.697030;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401339;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
131.599990;139.920000;0.000000;137.694480;-4.769378;134.311601;133.152213;133.320000;-28.012460;133.190007;131.719344;133.320000;-15.128146;11.352975;34.113158;11.862106;-14.188400;35.231594;11.781000;-18.472381;34.670243;34.414784;34.471301;34.066658;33.903252;33.705744;33.780542;33.737329;33.767242;33.929615;33.562554;33.493509;32.908739;33.731575;132.740558;33.076127;32.697028;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
132.599990;139.920000;0.000000;137.694480;-4.769378;134.311600;133.152212;133.320000;-28.012460;133.190006;131.719343;133.320000;-15.128146;11.352975;34.113157;11.862106;-14.188400;35.231594;11.781000;-18.472382;34.670243;34.414783;34.471300;34.066657;33.903251;33.705744;33.780541;33.737328;33.767240;33.929614;33.562552;33.493508;32.908738;33.731574;132.740557;33.076125;32.697026;2.639290;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
133.599990;139.920000;0.000000;137.694480;-4.769378;134.311600;133.152212;133.320000;-28.012461;133.190005;131.719342;133.320000;-15.128147;11.352975;34.113156;11.862106;-14.188400;35.231594;11.781000;-18.472384;34.670242;34.414783;34.471300;34.066656;33.903251;33.705743;33.780541;33.737326;33.767239;33.929613;33.562551;33.493507;32.908736;33.731573;132.740556;33.076124;32.697025;2.639291;-0.129994;1.060000;0.421866;0.295016;1.043140;0.021866;0.724681;1.010000;0.020221;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
134.599990;139.920000;0.000000;137.694480;-4.769378;134.311599;133.152211;133.320000;-28.012461;133.190005;131.719341;133.320000;-15.128147;11.352975;34.113155;11.862106;-14.188400;35.231594;11.781000;-18.472385;34.670242;34.414783;34.471299;34.066656;33.903250;33.705742;33.780540;33.737326;33.767238;33.929613;33.562550;33.493506;32.908735;33.731573;132.740555;33.076123;32.697024;2.639291;-0.129994;1.060000;0.421867;0.295016;1.043140;0.021867;0.724681;1.010000;0.020222;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
135.599990;139.920000;0.000000;137.694480;-4.769378;134.311599;133.152210;133.320000;-28.012461;133.190004;131.719341;133.320000;-15.128148;11.352975;34.113155;11.862106;-14.188400;35.231594;11.781000;-18.472386;34.670242;34.414782;34.471299;34.066655;33.903249;33.705741;33.780539;33.737325;33.767238;33.929612;33.562550;33.493505;32.908734;33.731572;132.740555;33.076122;32.697023;2.639291;-0.129994;1.060000;0.421867;0.295016;1.043140;0.021867;0.724681;1.010000;0.020222;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
136.599990;139.920000;0.000000;137.694480;-4.769378;134.311598;133.152210;133.320000;-28.012461;133.190004;131.719340;133.320000;-15.128148;11.352974;34.113154;11.862106;-14.188400;35.231594;11.781000;-18.472387;34.670242;34.414782;34.471299;34.066654;33.903249;33.705740;33.780538;33.737324;33.767237;33.929612;33.562549;33.493504;32.908733;33.731571;132.740554;33.076121;32.697022;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
137.599990;139.920000;0.000000;137.694480;-4.769379;134.311598;133.152210;133.320000;-28.012462;133.190003;131.719339;133.320000;-15.128148;11.352974;34.113153;11.862106;-14.188400;35.231594;11.781000;-18.472388;34.670242;34.414782;34.471298;34.066654;33.903248;33.705740;33.780538;33.737323;33.767236;33.929611;33.562548;33.493503;32.908732;33.731571;132.740553;33.076120;32.697021;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232436;1.071000;
138.599990;139.920000;0.000000;137.694480;-4.769379;134.311598;133.152209;133.320000;-28.012462;133.190003;131.719339;133.320000;-15.128149;11.352974;34.113153;11.862106;-14.188400;35.231594;11.781000;-18.472389;34.670241;34.414781;34.471298;34.066653;33.903248;33.705739;33.780537;33.737322;33.767235;33.929611;33.562547;33.493503;32.908731;33.731570;132.740553;33.076120;32.697020;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
139.599990;139.920000;0.000000;137.694480;-4.769379;134.311597;133.152209;133.320000;-28.012462;133.190002;131.719338;133.320000;-15.128149;11.352974;34.113152;11.862106;-14.188400;35.231594;11.781000;-18.472390;34.670241;34.414781;34.471298;34.066653;33.903247;33.705739;33.780537;33.737322;33.767235;33.929610;33.562547;33.493502;32.908730;33.731570;132.740552;33.076119;32.697019;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401340;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
140.599990;139.920000;0.000000;137.694480;-4.769379;134.311597;133.152209;133.320000;-28.012462;133.190002;131.719338;133.320000;-15.128149;11.352974;34.113152;11.862106;-14.188400;35.231594;11.781000;-18.472390;34.670241;34.414781;34.471297;34.066652;33.903247;33.705738;33.780536;33.737321;33.767234;33.929610;33.562546;33.493502;32.908729;33.731569;132.740552;33.076118;32.697018;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
141.599990;139.920000;0.000000;137.694480;-4.769379;134.311597;133.152208;133.320000;-28.012462;133.190002;131.719338;133.320000;-15.128149;11.352974;34.113151;11.862106;-14.188400;35.231594;11.781000;-18.472391;34.670241;34.414781;34.471297;34.066652;33.903247;33.705738;33.780536;33.737321;33.767234;33.929609;33.562545;33.493501;32.908729;33.731569;132.740551;33.076118;32.697017;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
142.599990;139.920000;0.000000;137.694480;-4.769379;134.311597;133.152208;133.320000;-28.012462;133.190002;131.719337;133.320000;-15.128150;11.352974;34.113151;11.862106;-14.188400;35.231594;11.781000;-18.472392;34.670241;34.414781;34.471297;34.066651;33.903246;33.705738;33.780535;33.737320;33.767233;33.929609;33.562545;33.493501;32.908728;33.731568;132.740551;33.076117;32.697017;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
143.599990;139.920000;0.000000;137.694480;-4.769379;134.311596;133.152208;133.320000;-28.012462;133.190001;131.719337;133.320000;-15.128150;11.352974;34.113151;11.862106;-14.188399;35.231594;11.781000;-18.472392;34.670241;34.414780;34.471297;34.066651;33.903246;33.705737;33.780535;33.737320;33.767233;33.929609;33.562544;33.493500;32.908728;33.731568;132.740550;33.076117;32.697016;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
144.599990;139.920000;0.000000;137.694480;-4.769379;134.311596;133.152207;133.320000;-28.012462;133.190001;131.719337;133.320000;-15.128150;11.352974;34.113150;11.862106;-14.188399;35.231594;11.781000;-18.472393;34.670241;34.414780;34.471296;34.066651;33.903246;33.705737;33.780535;33.737319;33.767232;33.929608;33.562544;33.493500;32.908727;33.731568;132.740550;33.076116;32.697016;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
145.599990;139.920000;0.000000;137.694480;-4.769379;134.311596;133.152207;133.320000;-28.012463;133.190001;131.719336;133.320000;-15.128150;11.352974;34.113150;11.862106;-14.188399;35.231594;11.781000;-18.472393;34.670241;34.414780;34.471296;34.066650;33.903245;33.705737;33.780534;33.737319;33.767232;33.929608;33.562544;33.493499;32.908727;33.731567;132.740550;33.076116;32.697015;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
146.599990;139.920000;0.000000;137.694480;-4.769379;134.311596;133.152207;133.320000;-28.012463;133.190001;131.719336;133.320000;-15.128150;11.352974;34.113150;11.862106;-14.188399;35.231594;11.781000;-18.472394;34.670241;34.414780;34.471296;34.066650;33.903245;33.705736;33.780534;33.737319;33.767232;33.929608;33.562543;33.493499;32.908726;33.731567;132.740549;33.076115;32.697015;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
147.599990;139.920000;0.000000;137.694480;-4.769379;134.311596;133.152207;133.320000;-28.012463;133.190000;131.719336;133.320000;-15.128150;11.352974;34.113149;11.862106;-14.188399;35.231594;11.781000;-18.472394;34.670241;34.414780;34.471296;34.066650;33.903245;33.705736;33.780534;33.737318;33.767231;33.929608;33.562543;33.493499;32.908726;33.731567;132.740549;33.076115;32.697014;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
148.599990;139.920000;0.000000;137.694480;-4.769379;134.311595;133.152207;133.320000;-28.012463;133.190000;131.719336;133.320000;-15.128151;11.352974;34.113149;11.862106;-14.188399;35.231594;11.781000;-18.472394;34.670240;34.414780;34.471296;34.066650;33.903245;33.705736;33.780534;33.737318;33.767231;33.929608;33.562543;33.493498;32.908725;33.731566;132.740549;33.076115;32.697014;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
149.599990;139.920000;0.000000;137.694480;-4.769379;134.311595;133.152207;133.320000;-28.012463;133.190000;131.719335;133.320000;-15.128151;11.352974;34.113149;11.862106;-14.188399;35.231594;11.781000;-18.472395;34.670240;34.414780;34.471296;34.066649;33.903245;33.705736;33.780533;33.737318;33.767231;33.929607;33.562542;33.493498;32.908725;33.731566;132.740549;33.076114;32.697014;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
150.000000;139.920000;0.000000;137.694480;-4.769379;134.311595;133.152207;133.320000;-28.012463;133.190000;131.719335;133.320000;-15.128151;11.352974;34.113149;11.862106;-14.188399;35.231593;11.781000;-18.472395;34.670240;34.414780;34.471296;34.066649;33.903245;33.705735;33.780533;33.737318;33.767231;33.929607;33.562542;33.493498;32.908725;33.731566;132.740549;33.076114;32.697013;2.639291;-0.129994;1.060000;0.421867;0.295017;1.043140;0.021867;0.724681;1.010000;0.020222;0.401341;1.010000;0.020061;0.240000;1.078373;0.020061;0.232437;1.071000;
