time;B1-G1_generator_omegaPu;B1-G1_generator_PGen;B1-G1_generator_QGen;NETWORK_B1_U_value;B2-G1_generator_omegaPu;B2-G1_generator_PGen;B2-G1_generator_QGen;NETWORK_B2_U_value;B5-G1_generator_omegaPu;B5-G1_generator_PGen;B5-G1_generator_QGen;NETWORK_B5_U_value;
3.303705;0.999488;244.725322;-14.720554;140.080400;0.999696;33.776169;45.372366;137.865458;1.000001;7.589154;33.217954;133.590394;
3.303961;0.999488;244.705131;-14.719045;140.080301;0.999696;33.779958;45.370141;137.865534;1.000000;7.603537;33.213207;133.590555;
3.304473;0.999489;244.664839;-14.716036;140.080103;0.999697;33.787549;45.365703;137.865686;1.000000;7.632268;33.203726;133.590876;
3.305497;0.999490;244.584610;-14.710041;140.079706;0.999697;33.802789;45.356871;137.865987;0.999999;7.689583;33.184818;133.591514;
3.307545;0.999493;244.425585;-14.698155;140.078912;0.999698;33.833494;45.339386;137.866580;0.999998;7.803625;33.147217;133.592774;
3.311641;0.999497;244.113308;-14.674798;140.077320;0.999700;33.895768;45.305135;137.867730;0.999995;8.029320;33.072889;133.595232;
3.319833;0.999507;243.512167;-14.629797;140.074128;0.999704;34.023504;45.239531;137.869879;0.999989;8.470893;32.927793;133.599894;
3.336217;0.999528;242.405777;-14.547033;140.067731;0.999712;34.289579;45.120100;137.873579;0.999975;9.312730;32.652357;133.608198;
3.368985;0.999570;240.589390;-14.412946;140.055068;0.999726;34.848339;44.929241;137.878600;0.999945;10.816765;32.164041;133.620694;
3.434521;0.999661;238.567021;-14.280934;140.031432;0.999751;35.972213;44.738870;137.879616;0.999877;13.024394;31.455912;133.629550;
3.500057;0.999751;238.630184;-14.332150;140.011195;0.999771;37.011275;44.792885;137.869605;0.999801;14.103870;31.115631;133.617998;
3.565593;0.999836;240.585868;-14.551795;139.995203;0.999787;37.883933;45.072268;137.850175;0.999724;14.033882;31.143810;133.588238;
3.631129;0.999908;244.106626;-14.905487;139.983583;0.999800;38.567464;45.547519;137.823314;0.999653;12.877370;31.519284;133.543218;
3.696665;0.999963;248.762052;-15.345856;139.975888;0.999810;39.089669;46.176872;137.791296;0.999594;10.778812;32.198756;133.486538;
3.762201;0.999998;254.062007;-15.821557;139.971397;0.999818;39.509902;46.907061;137.756685;0.999552;7.950298;33.119372;133.422459;
3.777234;1.000004;255.297596;-15.928981;139.970716;0.999820;39.601544;47.080013;137.748768;0.999544;7.234903;33.353114;133.407359;
3.781213;1.000005;255.625925;-15.957310;139.970558;0.999820;39.625506;47.126137;137.746674;0.999543;7.041380;33.416436;133.403340;
3.827737;1.000014;259.503035;-16.285017;139.969382;0.999824;39.896460;47.675922;137.722226;0.999528;4.650604;34.202595;133.355721;
3.893273;1.000009;264.612426;-16.697910;139.969277;0.999829;40.306028;48.417255;137.690678;0.999525;1.161169;35.359647;133.291266;
3.958809;0.999988;268.985964;-17.033847;139.970726;0.999832;40.769037;49.067361;137.664567;0.999542;-2.238062;36.498195;133.233863;
4.024345;0.999953;272.316577;-17.278644;139.973515;0.999833;41.282918;49.572205;137.645916;0.999578;-5.290522;37.529759;133.187699;
4.089881;0.999910;274.412222;-17.428838;139.977456;0.999832;41.813400;49.893839;137.636010;0.999628;-7.781019;38.377107;133.155996;
4.220953;0.999821;274.914642;-17.486350;139.986830;0.999826;42.607111;49.971047;137.641372;0.999752;-10.457219;39.294408;133.141305;
4.339572;0.999755;271.918002;-17.335345;139.993875;0.999818;42.786599;49.520631;137.667984;0.999867;-10.241405;39.218501;133.176538;
4.346964;0.999751;271.622827;-17.319004;139.994290;0.999817;42.780811;49.476188;137.670329;0.999874;-10.145017;39.185160;133.180256;
4.352025;0.999749;271.413396;-17.307310;139.994573;0.999817;42.775697;49.444651;137.671981;0.999879;-10.073403;39.160409;133.182905;
4.483097;0.999712;265.609223;-16.998613;139.996649;0.999810;42.131720;48.610534;137.713515;0.999980;-7.105089;38.157171;133.262201;
4.522040;0.999710;263.822144;-16.903264;139.995756;0.999810;41.807051;48.366496;137.725067;1.000001;-5.929987;37.762933;133.287649;
4.522040;0.999710;263.822144;-16.903264;139.995756;0.999810;41.807051;48.366496;137.725067;1.000001;-5.929987;37.762933;133.287649;
4.522040;0.999710;263.822144;-16.903264;139.995756;0.999810;41.807051;48.366496;137.725067;1.000001;-5.929987;37.762933;133.287649;
4.522206;0.999710;263.814433;-16.902851;139.995751;0.999810;41.805530;48.365455;137.725115;1.000001;-5.924666;37.761153;133.287760;
4.522206;0.999710;263.821338;-16.890041;139.997218;0.999810;41.803124;48.350799;137.725717;1.000001;-5.925003;37.764602;133.288831;
4.522206;0.999710;263.821338;-16.890041;139.997218;0.999810;41.803124;48.350799;137.725717;1.000001;-5.925003;37.764602;133.288831;
4.522206;0.999710;263.821338;-16.890041;139.997218;0.999810;41.803124;48.350799;137.725717;1.000001;-5.925003;37.764602;133.288831;
4.522207;0.999710;263.821282;-16.890020;139.997219;0.999810;41.803117;48.350783;137.725719;1.000001;-5.924952;37.764596;133.288832;
4.522208;0.999710;263.821229;-16.890016;139.997219;0.999810;41.803108;48.350776;137.725719;1.000001;-5.924916;37.764584;133.288832;
4.522210;0.999710;263.821122;-16.890003;139.997220;0.999810;41.803090;48.350758;137.725720;1.000001;-5.924838;37.764562;133.288834;
4.522214;0.999710;263.820910;-16.889998;139.997219;0.999810;41.803050;48.350732;137.725721;1.000001;-5.924701;37.764512;133.288837;
4.522222;0.999710;263.820484;-16.889974;139.997219;0.999810;41.802972;48.350672;137.725724;1.000001;-5.924414;37.764416;133.288843;
4.522238;0.999710;263.819633;-16.889926;139.997219;0.999810;41.802817;48.350554;137.725729;1.000001;-5.923840;37.764225;133.288856;
4.522270;0.999710;263.817931;-16.889829;139.997218;0.999810;41.802507;48.350317;137.725741;1.000001;-5.922691;37.763842;133.288880;
4.522334;0.999710;263.814526;-16.889636;139.997218;0.999810;41.801887;48.349843;137.725763;1.000001;-5.920393;37.763076;133.288930;
4.522462;0.999710;263.807717;-16.889250;139.997216;0.999810;41.800646;48.348895;137.725807;1.000001;-5.915796;37.761543;133.289029;
4.522718;0.999710;263.794101;-16.888478;139.997212;0.999810;41.798161;48.347000;137.725897;1.000001;-5.906599;37.758477;133.289226;
4.523230;0.999710;263.766870;-16.886933;139.997205;0.999810;41.793181;48.343211;137.726075;1.000001;-5.888186;37.752340;133.289622;
4.524254;0.999709;263.712422;-16.883845;139.997190;0.999810;41.783183;48.335639;137.726430;1.000002;-5.851293;37.740045;133.290413;
4.526302;0.999709;263.603584;-16.877672;139.997157;0.999810;41.763029;48.320519;137.727140;1.000003;-5.777238;37.715372;133.291996;
4.530398;0.999709;263.386180;-16.865342;139.997086;0.999810;41.722104;48.290384;137.728551;1.000005;-5.628082;37.665710;133.295165;
4.538590;0.999709;262.952776;-16.840758;139.996915;0.999810;41.637828;48.230581;137.731341;1.000009;-5.325792;37.565190;133.301509;
4.554974;0.999710;262.094030;-16.792037;139.996460;0.999810;41.460023;48.113216;137.736773;1.000017;-4.707031;37.359956;133.314189;
4.587742;0.999714;260.427164;-16.697395;139.995118;0.999810;41.071690;47.890207;137.746944;1.000029;-3.427002;36.937526;133.339235;
4.653278;0.999729;257.419446;-16.526524;139.990909;0.999813;40.206603;47.508009;137.763874;1.000042;-0.812168;36.082864;133.386045;
4.784350;0.999782;253.284023;-16.297531;139.978662;0.999828;38.493752;47.056956;137.782369;1.000025;3.817643;34.591576;133.455041;
4.847717;0.999814;252.272262;-16.248934;139.972199;0.999839;37.823933;46.984568;137.784498;1.000001;5.480525;34.060470;133.473918;
4.847717;0.999814;252.271807;-16.249904;139.972095;0.999839;37.824036;46.985292;137.784453;1.000001;5.480599;34.060127;133.473846;
4.847717;0.999814;252.271807;-16.249904;139.972095;0.999839;37.824036;46.985292;137.784453;1.000001;5.480599;34.060127;133.473846;
4.847717;0.999814;252.271807;-16.249904;139.972095;0.999839;37.824036;46.985292;137.784453;1.000001;5.480599;34.060127;133.473846;
4.847718;0.999814;252.271796;-16.249913;139.972094;0.999839;37.824024;46.985297;137.784452;1.000001;5.480620;34.060121;133.473846;
4.847719;0.999814;252.271784;-16.249913;139.972094;0.999839;37.824013;46.985296;137.784452;1.000001;5.480646;34.060113;133.473847;
4.847721;0.999814;252.271760;-16.249916;139.972093;0.999839;37.823990;46.985298;137.784452;1.000001;5.480697;34.060097;133.473847;
4.847725;0.999814;252.271712;-16.249910;139.972093;0.999839;37.823944;46.985294;137.784452;1.000001;5.480805;34.060062;133.473848;
4.847733;0.999814;252.271615;-16.249906;139.972092;0.999839;37.823853;46.985290;137.784452;1.000001;5.481017;34.059995;133.473850;
4.847749;0.999814;252.271422;-16.249898;139.972090;0.999839;37.823671;46.985283;137.784452;1.000001;5.481441;34.059860;133.473854;
4.847781;0.999814;252.271036;-16.249883;139.972087;0.999839;37.823306;46.985268;137.784452;1.000001;5.482288;34.059591;133.473863;
4.847845;0.999814;252.270265;-16.249852;139.972079;0.999839;37.822576;46.985239;137.784452;1.000001;5.483982;34.059053;133.473879;
4.847874;0.999814;252.269910;-16.249838;139.972076;0.999839;37.822240;46.985225;137.784452;1.000001;5.484762;34.058805;133.473887;
4.847874;0.999814;252.269910;-16.249838;139.972076;0.999839;37.822240;46.985225;137.784452;1.000001;5.484762;34.058805;133.473887;
4.847874;0.999814;252.269910;-16.249838;139.972076;0.999839;37.822240;46.985225;137.784452;1.000001;5.484762;34.058805;133.473887;
4.847973;0.999814;252.268725;-16.249790;139.972064;0.999839;37.821117;46.985180;137.784451;1.000001;5.487368;34.057977;133.473912;
4.848229;0.999814;252.265656;-16.249668;139.972034;0.999839;37.818201;46.985065;137.784450;1.000001;5.494133;34.055827;133.473978;
4.848741;0.999814;252.259554;-16.249425;139.971974;0.999839;37.812377;46.984841;137.784448;1.000000;5.507638;34.051536;133.474109;
4.849765;0.999815;252.247504;-16.248950;139.971855;0.999839;37.800765;46.984412;137.784443;1.000000;5.534540;34.042987;133.474369;
4.851813;0.999816;252.224015;-16.248040;139.971615;0.999840;37.777680;46.983640;137.784429;0.999999;5.587915;34.026029;133.474879;
4.855909;0.999818;252.179480;-16.246379;139.971136;0.999841;37.732077;46.982433;137.784385;0.999997;5.692936;33.992668;133.475863;
4.864101;0.999823;252.100137;-16.243699;139.970182;0.999842;37.643213;46.981353;137.784238;0.999992;5.895945;33.928201;133.477683;
4.880485;0.999833;251.979979;-16.240884;139.968285;0.999846;37.475446;46.984405;137.783714;0.999983;6.272984;33.808526;133.480730;
4.913253;0.999852;251.889201;-16.245251;139.964584;0.999853;37.183807;47.010159;137.781802;0.999964;6.905730;33.607660;133.484466;
4.978789;0.999888;252.250321;-16.290964;139.957784;0.999868;36.797788;47.128888;137.775098;0.999922;7.664296;33.364924;133.482933;
5.109861;0.999948;254.532695;-16.490738;139.947678;0.999897;36.823094;47.536483;137.754872;0.999842;7.292096;33.466120;133.451170;
5.240933;0.999983;258.033546;-16.774485;139.942172;0.999922;37.748443;48.056896;137.730789;0.999785;4.895920;34.198611;133.393263;
5.372005;0.999991;261.629179;-17.057623;139.940796;0.999936;39.197623;48.551891;137.709057;0.999764;1.410453;35.280791;133.327099;
5.503077;0.999978;264.411051;-17.270725;139.943026;0.999940;40.685045;48.910584;137.694557;0.999782;-2.075764;36.382713;133.271156;
5.634149;0.999951;265.843535;-17.383135;139.947374;0.999935;41.767654;49.071469;137.689674;0.999832;-4.614201;37.209681;133.239868;
5.765221;0.999920;265.810628;-17.395617;139.952044;0.999925;42.170920;49.030117;137.694113;0.999898;-5.631708;37.572852;133.239409;
5.896293;0.999896;264.560386;-17.329530;139.955341;0.999916;41.852215;48.834792;137.705233;0.999963;-5.038726;37.429152;133.266165;
5.997827;0.999886;263.091956;-17.246679;139.956189;0.999912;41.230328;48.632330;137.715730;1.000001;-3.719509;37.037744;133.297913;
5.997827;0.999886;263.091956;-17.246679;139.956189;0.999912;41.230328;48.632330;137.715730;1.000001;-3.719509;37.037744;133.297913;
5.997827;0.999886;263.091956;-17.246679;139.956189;0.999912;41.230328;48.632330;137.715730;1.000001;-3.719509;37.037744;133.297913;
5.998076;0.999886;263.087821;-17.246440;139.956189;0.999912;41.228401;48.631779;137.715758;1.000001;-3.715350;37.036489;133.298003;
5.998076;0.999886;263.086321;-17.248676;139.955866;0.999912;41.228688;48.634644;137.715579;1.000001;-3.715580;37.033779;133.297512;
5.998076;0.999886;263.086321;-17.248676;139.955866;0.999912;41.228688;48.634644;137.715579;1.000001;-3.715580;37.033779;133.297512;
5.998076;0.999886;263.086321;-17.248676;139.955866;0.999912;41.228688;48.634644;137.715579;1.000001;-3.715580;37.033779;133.297512;
5.998077;0.999886;263.086303;-17.248675;139.955866;0.999912;41.228680;48.634642;137.715579;1.000001;-3.715563;37.033774;133.297512;
5.998078;0.999886;263.086286;-17.248674;139.955866;0.999912;41.228672;48.634640;137.715579;1.000001;-3.715545;37.033769;133.297513;
5.998080;0.999886;263.086251;-17.248672;139.955866;0.999912;41.228655;48.634635;137.715579;1.000001;-3.715510;37.033758;133.297513;
5.998084;0.999886;263.086181;-17.248668;139.955866;0.999912;41.228623;48.634626;137.715580;1.000001;-3.715441;37.033737;133.297515;
5.998092;0.999886;263.086042;-17.248659;139.955866;0.999912;41.228558;48.634607;137.715581;1.000001;-3.715302;37.033695;133.297518;
5.998108;0.999886;263.085762;-17.248643;139.955866;0.999912;41.228429;48.634571;137.715583;1.000001;-3.715023;37.033610;133.297524;
5.998140;0.999886;263.085204;-17.248610;139.955866;0.999912;41.228170;48.634497;137.715586;1.000001;-3.714467;37.033440;133.297536;
5.998204;0.999886;263.084087;-17.248545;139.955866;0.999912;41.227652;48.634349;137.715594;1.000001;-3.713353;37.033101;133.297559;
5.998332;0.999886;263.081854;-17.248414;139.955866;0.999912;41.226617;48.634053;137.715609;1.000001;-3.711125;37.032422;133.297607;
5.998588;0.999886;263.077386;-17.248151;139.955867;0.999912;41.224544;48.633462;137.715638;1.000001;-3.706665;37.031064;133.297702;
5.999100;0.999886;263.068446;-17.247627;139.955867;0.999912;41.220395;48.632280;137.715698;1.000001;-3.697736;37.028343;133.297892;
6.000124;0.999886;263.050552;-17.246576;139.955868;0.999912;41.212076;48.629915;137.715816;1.000001;-3.679831;37.022886;133.298273;
6.002172;0.999886;263.014703;-17.244471;139.955869;0.999912;41.195365;48.625183;137.716053;1.000002;-3.643844;37.011915;133.299036;
6.006268;0.999885;262.942782;-17.240245;139.955869;0.999912;41.161649;48.615712;137.716528;1.000004;-3.571169;36.989742;133.300567;
6.014460;0.999885;262.798134;-17.231739;139.955860;0.999911;41.093106;48.596756;137.717475;1.000006;-3.423140;36.944513;133.303650;
6.030844;0.999884;262.506379;-17.214558;139.955808;0.999911;40.952034;48.558885;137.719357;1.000011;-3.117296;36.850808;133.309879;
6.063612;0.999883;261.918945;-17.179914;139.955565;0.999911;40.657767;48.484070;137.723042;1.000020;-2.474262;36.652810;133.322445;
6.129148;0.999885;260.772375;-17.112408;139.954563;0.999912;40.051620;48.343531;137.729840;1.000030;-1.126296;36.234092;133.346908;
6.260220;0.999899;258.865657;-17.002450;139.951008;0.999920;38.981172;48.128886;137.739825;1.000029;1.363816;35.447137;133.386316;
6.391292;0.999923;257.708113;-16.942256;139.946214;0.999934;38.296334;48.023301;137.744181;1.000004;3.127852;34.868162;133.407417;
6.402314;0.999925;257.652236;-16.939940;139.945812;0.999935;38.263068;48.019712;137.744288;1.000001;3.225198;34.834944;133.408233;
6.402314;0.999925;257.653369;-16.937448;139.946104;0.999935;38.262775;48.018205;137.744431;1.000001;3.225385;34.835192;133.408380;
6.402315;0.999925;257.652276;-16.939928;139.945834;0.999935;38.263059;48.019281;137.744309;1.000001;3.225443;34.835711;133.408355;
6.402316;0.999925;257.652270;-16.939928;139.945834;0.999935;38.263056;48.019281;137.744309;1.000001;3.225453;34.835708;133.408355;
6.402318;0.999925;257.652326;-16.939776;139.945850;0.999935;38.263032;48.019215;137.744316;1.000001;3.225470;34.835669;133.408357;
6.402322;0.999925;257.652238;-16.939927;139.945833;0.999935;38.263036;48.019279;137.744309;1.000001;3.225513;34.835687;133.408356;
6.402330;0.999925;257.652195;-16.939925;139.945833;0.999935;38.263009;48.019277;137.744309;1.000001;3.225592;34.835660;133.408356;
6.402346;0.999925;257.652110;-16.939922;139.945832;0.999935;38.262954;48.019271;137.744309;1.000001;3.225751;34.835606;133.408358;
6.402378;0.999925;257.651938;-16.939914;139.945831;0.999935;38.262846;48.019261;137.744309;1.000001;3.226069;34.835497;133.408360;
6.402442;0.999925;257.651596;-16.939900;139.945829;0.999935;38.262629;48.019240;137.744310;1.000001;3.226703;34.835280;133.408365;
6.402570;0.999925;257.650911;-16.939872;139.945823;0.999935;38.262196;48.019198;137.744311;1.000001;3.227972;34.834846;133.408375;
6.402581;0.999925;257.650850;-16.939869;139.945823;0.999935;38.262158;48.019194;137.744311;1.000001;3.228085;34.834807;133.408376;
6.402581;0.999925;257.650850;-16.939869;139.945823;0.999935;38.262158;48.019194;137.744311;1.000001;3.228085;34.834807;133.408376;
6.402581;0.999925;257.650850;-16.939869;139.945823;0.999935;38.262158;48.019194;137.744311;1.000001;3.228085;34.834807;133.408376;
6.402826;0.999925;257.649545;-16.939816;139.945813;0.999935;38.261332;48.019115;137.744313;1.000001;3.230504;34.833980;133.408395;
6.403338;0.999926;257.646825;-16.939704;139.945792;0.999936;38.259612;48.018950;137.744317;1.000000;3.235554;34.832251;133.408435;
6.404362;0.999926;257.641436;-16.939483;139.945751;0.999936;38.256203;48.018626;137.744326;1.000000;3.245591;34.828813;133.408514;
6.406410;0.999926;257.630856;-16.939056;139.945667;0.999936;38.249506;48.018003;137.744341;1.000000;3.265410;34.822013;133.408667;
6.410506;0.999927;257.610493;-16.938255;139.945501;0.999936;38.236605;48.016857;137.744367;0.999998;3.304028;34.808720;133.408953;
6.418698;0.999929;257.572958;-16.936868;139.945169;0.999938;38.212778;48.014960;137.744400;0.999996;3.377159;34.783372;133.409450;
6.435082;0.999933;257.510653;-16.934956;139.944508;0.999940;38.173052;48.012741;137.744388;0.999991;3.506811;34.737699;133.410147;
6.467850;0.999940;257.436679;-16.934529;139.943210;0.999944;38.125139;48.014456;137.744070;0.999980;3.698928;34.666794;133.410367;
6.533386;0.999955;257.481488;-16.946500;139.940781;0.999952;38.148586;48.040733;137.742354;0.999958;3.819578;34.606245;133.406483;
6.664458;0.999979;258.187667;-17.010677;139.936975;0.999967;38.558407;48.163291;137.735786;0.999921;3.182706;34.763804;133.385968;
6.795530;0.999995;259.453609;-17.110042;139.934752;0.999976;39.266457;48.346973;137.726721;0.999899;1.715445;35.195781;133.355270;
6.926602;1.000000;260.887639;-17.217817;139.934132;0.999980;40.014013;48.543887;137.717571;0.999897;-0.052459;35.744542;133.323926;
7.057674;0.999997;262.112404;-17.309193;139.934929;0.999979;40.582178;48.705885;137.710634;0.999912;-1.599218;36.247529;133.300553;
7.188746;0.999986;262.849143;-17.366820;139.936660;0.999975;40.844921;48.797056;137.707456;0.999940;-2.540303;36.576402;133.290489;
7.319818;0.999974;262.973068;-17.383191;139.938637;0.999971;40.785899;48.802888;137.708443;0.999972;-2.707592;36.666433;133.294725;
7.470008;0.999964;262.598398;-17.367019;139.939992;0.999969;40.524901;48.744264;137.712295;1.000001;-2.264364;36.556245;133.308196;
7.470008;0.999964;262.598398;-17.367019;139.939992;0.999969;40.524901;48.744264;137.712295;1.000001;-2.264364;36.556245;133.308196;
7.470008;0.999964;262.598398;-17.367019;139.939992;0.999969;40.524901;48.744264;137.712295;1.000001;-2.264364;36.556245;133.308196;
7.470520;0.999964;262.596176;-17.366899;139.939995;0.999969;40.523657;48.743945;137.712313;1.000001;-2.261691;36.555481;133.308257;
7.470520;0.999964;262.596074;-17.367130;139.939977;0.999969;40.523664;48.743751;137.712308;1.000001;-2.261525;36.556012;133.308327;
7.470520;0.999964;262.596074;-17.367130;139.939977;0.999969;40.523664;48.743751;137.712308;1.000001;-2.261525;36.556012;133.308327;
7.470520;0.999964;262.596074;-17.367130;139.939977;0.999969;40.523664;48.743751;137.712308;1.000001;-2.261525;36.556012;133.308327;
7.470521;0.999964;262.596195;-17.366827;139.940010;0.999969;40.523632;48.743611;137.712323;1.000001;-2.261523;36.555946;133.308330;
7.470522;0.999964;262.596190;-17.366827;139.940010;0.999969;40.523629;48.743610;137.712323;1.000001;-2.261516;36.555944;133.308331;
7.470524;0.999964;262.596171;-17.366845;139.940008;0.999969;40.523624;48.743617;137.712322;1.000001;-2.261502;36.555944;133.308331;
7.470528;0.999964;262.596156;-17.366825;139.940010;0.999969;40.523609;48.743605;137.712323;1.000001;-2.261475;36.555933;133.308332;
7.470536;0.999964;262.596112;-17.366823;139.940010;0.999969;40.523582;48.743599;137.712324;1.000001;-2.261420;36.555917;133.308333;
7.470552;0.999964;262.596023;-17.366818;139.940010;0.999969;40.523528;48.743586;137.712324;1.000001;-2.261311;36.555886;133.308335;
7.470584;0.999964;262.595845;-17.366808;139.940010;0.999969;40.523421;48.743560;137.712326;1.000001;-2.261091;36.555824;133.308340;
7.470648;0.999964;262.595488;-17.366788;139.940011;0.999969;40.523206;48.743508;137.712329;1.000001;-2.260652;36.555699;133.308351;
7.470776;0.999964;262.594776;-17.366748;139.940012;0.999969;40.522776;48.743404;137.712335;1.000001;-2.259775;36.555449;133.308371;
7.471032;0.999964;262.593348;-17.366668;139.940015;0.999969;40.521915;48.743196;137.712347;1.000001;-2.258017;36.554950;133.308412;
7.471544;0.999964;262.590488;-17.366507;139.940020;0.999969;40.520192;48.742779;137.712370;1.000001;-2.254494;36.553948;133.308495;
7.472568;0.999964;262.584745;-17.366185;139.940030;0.999969;40.516739;48.741943;137.712418;1.000001;-2.247421;36.551934;133.308659;
7.474616;0.999963;262.573166;-17.365533;139.940049;0.999969;40.509803;48.740260;137.712514;1.000002;-2.233159;36.547868;133.308990;
7.478712;0.999963;262.549646;-17.364206;139.940088;0.999969;40.495818;48.736849;137.712707;1.000002;-2.204187;36.539583;133.309658;
7.486904;0.999963;262.501196;-17.361451;139.940161;0.999969;40.467417;48.729854;137.713100;1.000004;-2.144491;36.522418;133.311014;
7.503288;0.999961;262.398967;-17.355566;139.940293;0.999969;40.409076;48.715223;137.713910;1.000007;-2.018503;36.485827;133.313801;
7.536056;0.999959;262.175875;-17.342458;139.940495;0.999969;40.287773;48.683784;137.715607;1.000013;-1.743585;36.404645;133.319606;
7.601592;0.999957;261.677834;-17.312365;139.940637;0.999969;40.038397;48.615448;137.719150;1.000022;-1.131266;36.219302;133.331587;
7.732664;0.999958;260.650172;-17.248666;139.939962;0.999972;39.588705;48.481089;137.725696;1.000028;0.116653;35.828161;133.353223;
7.994808;0.999977;259.874399;-17.206916;139.936499;0.999983;39.392477;48.403905;137.728507;1.000004;0.959471;35.524844;133.360989;
8.048705;0.999980;259.909289;-17.211461;139.936043;0.999985;39.423073;48.412804;137.727983;1.000001;0.902566;35.537691;133.359161;
8.048705;0.999980;259.909185;-17.211793;139.936004;0.999985;39.423080;48.413232;137.727964;1.000001;0.902494;35.537356;133.359102;
8.048706;0.999980;259.909194;-17.211559;139.936022;0.999985;39.423080;48.413051;137.727969;1.000001;0.902510;35.537330;133.359103;
8.048707;0.999980;259.909192;-17.211559;139.936022;0.999985;39.423080;48.413051;137.727969;1.000001;0.902512;35.537330;133.359103;
8.048709;0.999980;259.909186;-17.211573;139.936021;0.999985;39.423079;48.413061;137.727969;1.000001;0.902516;35.537329;133.359103;
8.048713;0.999980;259.909178;-17.211558;139.936022;0.999985;39.423077;48.413050;137.727969;1.000001;0.902526;35.537324;133.359103;
8.048721;0.999980;259.909161;-17.211557;139.936022;0.999985;39.423073;48.413048;137.727969;1.000001;0.902545;35.537317;133.359103;
8.048737;0.999980;259.909125;-17.211556;139.936022;0.999985;39.423066;48.413045;137.727969;1.000001;0.902582;35.537303;133.359104;
8.048769;0.999980;259.909054;-17.211552;139.936022;0.999985;39.423050;48.413039;137.727969;1.000001;0.902657;35.537276;133.359104;
8.048833;0.999980;259.908912;-17.211545;139.936021;0.999985;39.423020;48.413026;137.727970;1.000001;0.902806;35.537220;133.359105;
8.048961;0.999980;259.908629;-17.211531;139.936019;0.999985;39.422959;48.413001;137.727971;1.000001;0.903105;35.537109;133.359107;
8.049217;0.999980;259.908063;-17.211503;139.936016;0.999985;39.422837;48.412950;137.727972;1.000001;0.903701;35.536886;133.359111;
8.049658;0.999980;259.907092;-17.211455;139.936011;0.999985;39.422630;48.412864;137.727975;1.000001;0.904723;35.536505;133.359118;
8.049658;0.999980;259.907092;-17.211455;139.936011;0.999985;39.422630;48.412864;137.727975;1.000001;0.904723;35.536505;133.359118;
8.049658;0.999980;259.907092;-17.211455;139.936011;0.999985;39.422630;48.412864;137.727975;1.000001;0.904723;35.536505;133.359118;
8.049729;0.999980;259.906935;-17.211448;139.936010;0.999985;39.422596;48.412850;137.727975;1.000001;0.904888;35.536443;133.359120;
8.050753;0.999980;259.904693;-17.211338;139.935997;0.999985;39.422121;48.412651;137.727982;1.000001;0.907244;35.535563;133.359135;
8.052801;0.999980;259.900269;-17.211121;139.935972;0.999985;39.421197;48.412261;137.727994;1.000000;0.911881;35.533826;133.359166;
8.056897;0.999980;259.891659;-17.210706;139.935921;0.999985;39.419458;48.411515;137.728017;1.000000;0.920855;35.530442;133.359222;
8.065089;0.999981;259.875398;-17.209941;139.935819;0.999985;39.416414;48.410155;137.728056;0.999999;0.937600;35.524043;133.359311;
8.081473;0.999982;259.846747;-17.208680;139.935616;0.999986;39.412039;48.407968;137.728109;0.999998;0.966257;35.512735;133.359404;
8.114241;0.999984;259.805084;-17.207243;139.935212;0.999987;39.409905;48.405720;137.728112;0.999995;1.004270;35.496118;133.359254;
8.179777;0.999989;259.783140;-17.208629;139.934441;0.999990;39.429454;48.409413;137.727734;0.999989;1.006285;35.486314;133.357738;
8.310849;0.999997;259.945489;-17.225563;139.933184;0.999994;39.536345;48.443189;137.725825;0.999980;0.774135;35.544430;133.351255;
8.572993;1.000006;260.618433;-17.281714;139.932038;0.999999;39.818035;48.548131;137.720798;0.999975;-0.028464;35.788526;133.335729;
8.835137;1.000006;261.232886;-17.331027;139.932266;1.000000;40.018957;48.633005;137.717306;0.999986;-0.683179;36.008834;133.326127;
9.215543;1.000003;261.092763;-17.327665;139.932550;1.000002;39.943225;48.610786;137.718876;0.999999;-0.478036;35.958426;133.331813;
9.215543;1.000003;261.092763;-17.327665;139.932550;1.000002;39.943225;48.610786;137.718876;0.999999;-0.478036;35.958426;133.331813;
9.215543;1.000003;261.092763;-17.327665;139.932550;1.000002;39.943225;48.610786;137.718876;0.999999;-0.478036;35.958426;133.331813;
9.221540;1.000003;261.090554;-17.327612;139.932554;1.000002;39.942031;48.610435;137.718901;0.999999;-0.474802;35.957632;133.331902;
9.221540;1.000003;261.090190;-17.328120;139.932466;1.000002;39.942103;48.611569;137.718845;0.999999;-0.475127;35.956128;133.331659;
9.221541;1.000003;261.090571;-17.327586;139.932558;1.000002;39.942027;48.610376;137.718903;0.999999;-0.474783;35.957705;133.331915;
9.221542;1.000003;261.090571;-17.327586;139.932558;1.000002;39.942027;48.610376;137.718903;0.999999;-0.474783;35.957705;133.331915;
9.221544;1.000003;261.090548;-17.327619;139.932553;1.000002;39.942032;48.610449;137.718900;0.999999;-0.474804;35.957609;133.331899;
9.221548;1.000003;261.090573;-17.327586;139.932558;1.000002;39.942027;48.610376;137.718903;0.999999;-0.474784;35.957706;133.331915;
9.221556;1.000003;261.090575;-17.327587;139.932559;1.000002;39.942027;48.610377;137.718903;0.999999;-0.474785;35.957707;133.331915;
