"time","deltaFrequency"
0.845,-1.659931336774889e-4
0.846,-1.6530148008797596e-4
0.847,-1.6460865000311742e-4
0.848,-1.6391464231446662e-4
0.849,-1.63219463630071e-4
0.85,-1.6252312059350515e-4
0.851,-1.6182561984834365e-4
0.852,-1.611269680452665e-4
0.853,-1.604271718633754e-4
0.854,-1.5972623794624496e-4
0.855,-1.5902417302271488e-4
0.856,-1.58320983757676e-4
0.857,-1.5761667687286263e-4
0.858,-1.5691125907579817e-4
0.859,-1.562047371095332e-4
0.86,-1.5549711770290742e-4
0.861,-1.5478840760607682e-4
0.862,-1.5407861359051367e-4
0.863,-1.5336774240637396e-4
0.864,-1.5265580085355168e-4
0.865,-1.5194279571772995e-4
0.866,-1.5122873379880275e-4
0.867,-1.5051362191798034e-4
0.868,-1.4979746687515672e-4
0.869,-1.490802755341747e-4
0.87,-1.4836205471624453e-4
0.871,-1.4764281128520906e-4
0.872,-1.4692255210491112e-4
0.873,-1.4620128405340438e-4
0.874,-1.4547901400874252e-4
0.875,-1.4475574887029552e-4
0.876,-1.4403149554453876e-4
0.877,-1.4330626095215848e-4
0.878,-1.4258005201384094e-4
0.879,-1.4185287567158866e-4
0.88,-1.411247388745096e-4
0.881,-1.4039564857171172e-4
0.882,-1.3966561174072467e-4
0.883,-1.389346353519727e-4
0.884,-1.3820272640430176e-4
0.885,-1.3746989188945236e-4
0.886,-1.367361388204813e-4
0.887,-1.3600147422465625e-4
0.888,-1.35265905115034e-4
0.889,-1.3452941163905052e-4
0.89,-1.3379196950324967e-4
0.891,-1.330536359844814e-4
0.892,-1.3231441778316366e-4
0.893,-1.3157432158550364e-4
0.894,-1.308333540848139e-4
0.895,-1.3009152196730156e-4
0.896,-1.293488319191738e-4
0.897,-1.28605290647954e-4
0.898,-1.2786090483274393e-4
0.899,-1.2711568117396155e-4
0.9,-1.2636962635070859e-4
0.901,-1.256227470562976e-4
0.902,-1.2487504999114662e-4
0.903,-1.2412654182014649e-4
0.904,-1.2337722925792605e-4
0.905,-1.226271189764816e-4
0.906,-1.2187621765491485e-4
0.907,-1.2112453200074924e-4
0.908,-1.2037206866466477e-4
0.909,-1.1961883436129028e-4
0.91,-1.1886483574841122e-4
0.911,-1.1811007951934016e-4
0.912,-1.1735457233186253e-4
0.913,-1.1659832087218547e-4
0.914,-1.1584133181230527e-4
0.915,-1.1508361183132365e-4
0.916,-1.1432516757281519e-4
0.917,-1.1356600573009246e-4
0.918,-1.1280613295383546e-4
0.919,-1.120455558947242e-4
0.92,-1.1128428122475498e-4
0.921,-1.1052231559460779e-4
0.922,-1.0975966565496265e-4
0.923,-1.0899633805649955e-4
0.924,-1.0823233944279309e-4
0.925,-1.0746767645031241e-4
0.926,-1.0670235572973752e-4
0.927,-1.0593638391043214e-4
0.928,-1.0516976762176e-4
0.929,-1.044025134859794e-4
0.93,-1.0363462813245405e-4
0.931,-1.028661181905477e-4
0.932,-1.0209699025409691e-4
0.933,-1.0132735025081274e-4
0.934,-1.0055714349022082e-4
0.935,-9.978635124241464e-5
0.936,-9.901498072650838e-5
0.937,-9.824303911187826e-5
0.938,-9.747053363895475e-5
0.939,-9.669747151264119e-5
0.94,-9.592385998757891e-5
0.941,-9.514970629709296e-5
0.942,-9.437501771003554e-5
0.943,-9.359980148104796e-5
0.944,-9.282406488608785e-5
0.945,-9.204781522953454e-5
0.946,-9.12710598086619e-5
0.947,-9.049380592074385e-5
0.948,-8.971606089858142e-5
0.949,-8.89378320678702e-5
0.95,-8.815912678272753e-5
0.951,-8.73799523972707e-5
0.952,-8.660031626561704e-5
0.953,-8.582022578451642e-5
0.954,-8.503968832229702e-5
0.955,-8.4258711297025e-5
0.956,-8.347730210545024e-5
0.957,-8.269546817984974e-5
0.958,-8.191321695960596e-5
0.959,-8.113055587699591e-5
0.96,-8.034749239982375e-5
0.961,-7.956403400299905e-5
0.962,-7.878018815432597e-5
0.963,-7.799596234292494e-5
0.964,-7.721136409344354e-5
0.965,-7.642640090921304e-5
0.966,-7.564108032198646e-5
0.967,-7.485540987062222e-5
0.968,-7.40693971081896e-5
0.969,-7.328304960196874e-5
0.97,-7.24963749263452e-5
0.971,-7.170938066280996e-5
0.972,-7.092207442838117e-5
0.973,-7.013446381876065e-5
0.974,-6.934655647938825e-5
0.975,-6.85583600272821e-5
0.976,-6.776984737655312e-5
0.977,-6.698093820745044e-5
0.978,-6.619174801869576e-5
0.979,-6.540228376650248e-5
0.98,-6.461255244971653e-5
0.981,-6.382256103165673e-5
0.982,-6.303231646143104e-5
0.983,-6.224182570235826e-5
0.984,-6.145109570354634e-5
0.985,-6.066013340699783e-5
0.986,-5.986894575471524e-5
0.987,-5.90775396602794e-5
0.988,-5.82859220585874e-5
0.989,-5.749409986322007e-5
0.99,-5.6702079987758225e-5
0.991,-5.590986931736097e-5
0.992,-5.5117474758503704e-5
0.993,-5.432490320345096e-5
0.994,-5.3532161508940135e-5
0.995,-5.273925656013034e-5
0.996,-5.194619521375898e-5
0.997,-5.1152984326563455e-5
0.998,-5.035963074817573e-5
0.999,-4.956614131401693e-5
1,-4.877252283819189e-5
1.001,-4.7978782156121724e-5
1.002,-4.718492606770042e-5
1.003,-4.63909613870328e-5
1.004,-4.559689489980201e-5
1.005,-4.480273337748031e-5
1.006,-4.4008483605750826e-5
1.007,-4.321415234187498e-5
1.008,-4.2419746343114184e-5
1.009,-4.162527234541358e-5
1.01,-4.083073709182372e-5
1.011,-4.0036147304078895e-5
1.012,-3.924150967549167e-5
1.013,-3.844683092779633e-5
1.014,-3.765211774720001e-5
1.015,-3.685737679859358e-5
1.016,-3.6062614768184176e-5
1.017,-3.5267838299546383e-5
1.018,-3.4473054050465635e-5
1.019,-3.3678268650305654e-5
1.02,-3.288354324126885e-5
1.021,-3.208886175087855e-5
1.022,-3.12942069484734e-5
1.023,-3.0499585804477647e-5
1.024,-2.970500526799924e-5
1.025,-2.8910472302356993e-5
1.026,-2.8115993870869715e-5
1.027,-2.732157690843451e-5
1.028,-2.6527228378370182e-5
1.029,-2.5732955222679266e-5
1.03,-2.4938764383364287e-5
1.031,-2.4144662795322347e-5
1.032,-2.3350657400555974e-5
1.033,-2.255675513396227e-5
1.034,-2.1762962930438334e-5
1.035,-2.0969287703564987e-5
1.036,-2.0175736381133902e-5
1.037,-1.938231589804218e-5
1.038,-1.8589033153659784e-5
1.039,-1.7795895068672962e-5
1.04,-1.7002908549557105e-5
1.041,-1.621008051699846e-5
1.042,-1.5417417856156135e-5
1.043,-1.4624927473505522e-5
1.044,-1.3832616268416587e-5
1.045,-1.3040491133153864e-5
1.046,-1.2248558959981892e-5
1.047,-1.1456826612743498e-5
1.048,-1.0665300990808646e-5
1.049,-9.873988972231018e-6
1.05,-9.082897413748015e-6
1.051,-8.292033200518745e-6
1.052,-7.501403196386036e-6
1.053,-6.711014258087289e-6
1.054,-5.920873235254476e-6
1.055,-5.130986998835851e-6
1.056,-4.341362377147107e-6
1.057,-3.552006219820214e-6
1.058,-2.7629253764871464e-6
1.059,-1.9741266754635944e-6
1.06,-1.1856169450652487e-6
1.061,-3.974030207132273e-7
1.062,3.9050829059306125e-7
1.063,1.1781126545429288e-6
1.064,1.965418348959247e-6
1.065,2.7524028993752836e-6
1.066,3.5390595840567585e-6
1.067,4.325381695480246e-6
1.068,5.111362547438603e-6
1.069,5.89699543951383e-6
1.07,6.682273678393358e-6
1.071,7.4671906062917515e-6
1.072,8.251739551212722e-6
1.073,9.035913834054554e-6
1.074,9.819706818348095e-6
1.075,1.0603111853413338e-5
1.076,1.1386122295675705e-5
1.077,1.2168731529982324e-5
1.078,1.295093290565319e-5
1.079,1.3732719835957141e-5
1.08,1.4514085698635881e-5
1.081,1.5295023892747395e-5
1.082,1.607552783156052e-5
1.083,1.6855590935449527e-5
1.084,1.7635206631894107e-5
1.085,1.8414368341268528e-5
1.086,1.9193069519474193e-5
1.087,1.997130360820165e-5
1.088,2.074906408466859e-5
1.089,2.1526344397670982e-5
1.09,2.2303138031531944e-5
1.091,2.3079438470574587e-5
1.092,2.385523921333288e-5
1.093,2.4630533751235362e-5
1.094,2.540531561834314e-5
1.095,2.6179578320295604e-5
1.096,2.6953315391153865e-5
1.097,2.772652037208445e-5
1.098,2.8499186811359323e-5
1.099,2.9271308271461294e-5
1.1,3.0042878314873178e-5
1.101,3.081389052539407e-5
1.102,3.158433848682307e-5
1.103,3.235421579717013e-5
1.104,3.312351606155062e-5
1.105,3.3892232899290775e-5
1.106,3.466035994392769e-5
1.107,3.542785426446926e-5
1.108,3.619471477378511e-5
1.109,3.6960960095200335e-5
1.11,3.772658360645664e-5
1.111,3.849157867108488e-5
1.112,3.925593866682675e-5
1.113,4.00196569572131e-5
1.114,4.078272693419649e-5
1.115,4.154514196841319e-5
1.116,4.230689545892119e-5
1.117,4.306798077635676e-5
1.118,4.3828391312672466e-5
1.119,4.4588120466926284e-5
1.12,4.5347161631070776e-5
1.121,4.610550818995307e-5
1.122,4.686315355684201e-5
1.123,4.762009113079557e-5
1.124,4.837631430376632e-5
1.125,4.9131816489023095e-5
1.126,4.988659109983473e-5
1.127,5.0640631542364645e-5
1.128,5.139393122988167e-5
1.129,5.2146483582760084e-5
1.13,5.289828200716329e-5
1.131,5.364931993767641e-5
1.132,5.4399590787568286e-5
1.133,5.5149087977213185e-5
1.134,5.589780495540708e-5
1.135,5.664573512831339e-5
1.136,5.7392871944728086e-5
1.137,5.813920883213086e-5
1.138,5.8884739218001414e-5
1.139,5.9629456558241145e-5
1.14,6.037335427322432e-5
1.141,6.11164258330632e-5
1.142,6.185866465102663e-5
1.143,6.260006420433228e-5
1.144,6.334061793467072e-5
1.145,6.408031927662705e-5
1.146,6.481916170031354e-5
1.147,6.55571386616316e-5
1.148,6.629424361648262e-5
1.149,6.703047002076801e-5
1.15,6.776581447098806e-5
1.151,6.850037907213391e-5
1.152,6.923405650383074e-5
1.153,6.996684075488702e-5
1.154,7.069872583542747e-5
1.155,7.142970577689312e-5
1.156,7.215977461072498e-5
1.157,7.288892639678579e-5
1.158,7.361715521625456e-5
1.159,7.434445514320487e-5
1.16,7.50708203014483e-5
1.161,7.579624479348013e-5
1.162,7.652072276442823e-5
1.163,7.724424838073674e-5
1.164,7.796681580884979e-5
1.165,7.868841922942238e-5
1.166,7.940905285863664e-5
1.167,8.012871091978013e-5
1.168,8.084738765035127e-5
1.169,8.156507730916474e-5
1.17,8.228177419056237e-5
1.171,8.299747256756973e-5
1.172,8.371216676295035e-5
1.173,8.442585110657319e-5
1.174,8.513851996383437e-5
1.175,8.585016767170828e-5
1.176,8.656078864532901e-5
1.177,8.727037727851439e-5
1.178,8.797892800060936e-5
1.179,8.86864352480643e-5
1.18,8.939289349285673e-5
1.181,9.009829721406959e-5
1.182,9.080264091920753e-5
1.183,9.150591911577521e-5
1.184,9.220812635390985e-5
1.185,9.29092571979595e-5
1.186,9.360930623358854e-5
1.187,9.430826804646131e-5
1.188,9.500613727198015e-5
1.189,9.570290854554742e-5
1.19,9.639857652388173e-5
1.191,9.709313590633428e-5
1.192,9.778658139225627e-5
1.193,9.847890769520973e-5
1.194,9.91700425672093e-5
1.195,9.985996434380695e-5
1.196,1.0054873716569546e-4
1.197,1.0123635516379181e-4
1.198,1.0192281250454016e-4
1.199,1.0260810333306836e-4
1.2,1.0329222180160968e-4
1.201,1.0397516208371371e-4
1.202,1.0465691835293e-4
1.203,1.0533748475438642e-4
1.204,1.0601685549005424e-4
1.205,1.0669502471927217e-4
1.206,1.0737198665111691e-4
1.207,1.0804773545203261e-4
1.208,1.0872226530977969e-4
1.209,1.093955704476457e-4
1.21,1.100676450391802e-4
1.211,1.1073848330767078e-4
1.212,1.1140807944798325e-4
1.213,1.120764276834052e-4
1.214,1.1274352222301331e-4
1.215,1.1340935729009516e-4
1.216,1.1407392710083286e-4
1.217,1.1473722589272484e-4
1.218,1.1539924788905864e-4
1.219,1.1605998732733269e-4
1.22,1.1671943843793997e-4
1.221,1.1737759547258975e-4
1.222,1.1803445267588586e-4
1.223,1.186900042782213e-4
1.224,1.193442445526216e-4
1.225,1.199971677365852e-4
1.226,1.206487680960322e-4
1.227,1.212990398897773e-4
1.228,1.2194797737663521e-4
1.229,1.225955748367369e-4
1.23,1.232418265217916e-4
1.231,1.2388672671903578e-4
1.232,1.2453026969438952e-4
1.233,1.251724497279838e-4
1.234,1.2581326110705504e-4
1.235,1.264526981117342e-4
1.236,1.2709075501504685e-4
1.237,1.2772742612554566e-4
1.238,1.2836286232698058e-4
1.239,1.2899692946888308e-4
1.24,1.296296106474415e-4
1.241,1.3026090096701637e-4
1.242,1.3089079553196825e-4
1.243,1.3151928949639569e-4
1.244,1.3214637801439721e-4
1.245,1.327720562684931e-4
1.246,1.3339631946962527e-4
1.247,1.34019162850052e-4
1.248,1.3464058167045323e-4
1.249,1.3526057119861434e-4
1.25,1.358791267520587e-4
1.251,1.3649624364120427e-4
1.252,1.371119172333124e-4
1.253,1.3772614289564444e-4
1.254,1.383389160309889e-4
1.255,1.3895023206345058e-4
1.256,1.3956008645266138e-4
1.257,1.4016847465825322e-4
1.258,1.4077539220380686e-4
1.259,1.413808345915868e-4
1.26,1.4198479739491177e-4
1.261,1.425872761728897e-4
1.262,1.431882665485773e-4
1.263,1.4378776414503136e-4
1.264,1.4438576461373032e-4
1.265,1.449822636487852e-4
1.266,1.4557725695141244e-4
1.267,1.4617074026546106e-4
1.268,1.4676270934899094e-4
1.269,1.473531600026945e-4
1.27,1.4794208804147502e-4
1.271,1.485294893086575e-4
1.272,1.4911535968309408e-4
1.273,1.4969969506495318e-4
1.274,1.502824913828249e-4
1.275,1.5086374460793195e-4
1.276,1.51443450711497e-4
1.277,1.520216057286916e-4
1.278,1.5259820568047644e-4
1.279,1.5317324665886645e-4
1.28,1.5374672475587658e-4
1.281,1.543185902193045e-4
1.282,1.5488880032421548e-4
1.283,1.5545742374456495e-4
1.284,1.5602445612472593e-4
1.285,1.5658989310907145e-4
1.286,1.5715373037039626e-4
1.287,1.5771596360281137e-4
1.288,1.5827658849332238e-4
1.289,1.5883560075025116e-4
1.29,1.5939299612455216e-4
1.291,1.599487703387581e-4
1.292,1.605029191651397e-4
1.293,1.610554383759677e-4
1.294,1.6160632375772366e-4
1.295,1.6215557111110002e-4
1.296,1.6270317626521091e-4
1.297,1.6324913506338135e-4
1.298,1.6379344333472545e-4
1.299,1.6433609695098994e-4
1.3,1.648770918052378e-4
1.301,1.6541642378342658e-4
1.302,1.6595408879283013e-4
1.303,1.6649008276203858e-4
1.304,1.6702440164095833e-4
1.305,1.6755704137239036e-4
1.306,1.6808799794887364e-4
1.307,1.6861726733452542e-4
1.308,1.6914484554320097e-4
1.309,1.6967072858875554e-4
1.31,1.7019491249925522e-4
1.311,1.7071739333829328e-4
1.312,1.7123816715525209e-4
1.313,1.7175723003504118e-4
1.314,1.7227457806257007e-4
1.315,1.7279020735117e-4
1.316,1.733041140354885e-4
1.317,1.7381629423596223e-4
1.318,1.743267441156604e-4
1.319,1.748354598518631e-4
1.32,1.7534243762185042e-4
1.321,1.7584767362421871e-4
1.322,1.763511640717752e-4
1.323,1.7685290521285424e-4
1.324,1.773528932744739e-4
1.325,1.778511558185869e-4
1.326,1.783476678696161e-4
1.327,1.78842419494174e-4
1.328,1.7933540717507412e-4
1.329,1.798266274235516e-4
1.33,1.803160767508416e-4
1.331,1.8080375172502272e-4
1.332,1.812896489070681e-4
1.333,1.8177376486505636e-4
1.334,1.822560962310149e-4
1.335,1.8273663962276032e-4
1.336,1.8321539167942547e-4
1.337,1.8369234907567034e-4
1.338,1.8416750850036578e-4
1.339,1.8464086666369894e-4
1.34,1.851124202900678e-4
1.341,1.8558216613939749e-4
1.342,1.860501009645077e-4
1.343,1.865162215679561e-4
1.344,1.8698052476651128e-4
1.345,1.8744300737694175e-4
1.346,1.8790366626575405e-4
1.347,1.8836249830656016e-4
1.348,1.8881950038718287e-4
1.349,1.8927466943097215e-4
1.35,1.8972800236838339e-4
1.351,1.9017949617960994e-4
1.352,1.9062914780931806e-4
1.353,1.910769542874391e-4
1.354,1.9152291262258814e-4
1.355,1.9196701986601283e-4
1.356,1.9240927307606626e-4
1.357,1.928496693395232e-4
1.358,1.9328820577868555e-4
1.359,1.937248795016444e-4
1.36,1.9415968767333425e-4
1.361,1.945926274729004e-4
1.362,1.9502369607948822e-4
1.363,1.9545289072198102e-4
1.364,1.9588020863636757e-4
1.365,1.963056470799529e-4
1.366,1.9672920333846378e-4
1.367,1.9715087471894321e-4
1.368,1.9757062896275102e-4
1.369,1.979884070948401e-4
1.37,1.9840428148398814e-4
1.371,1.9881824899670164e-4
1.372,1.9923030652080342e-4
1.373,1.996404509441163e-4
1.374,2.000486791757794e-4
1.375,2.0045498811782636e-4
1.376,2.0085937470071258e-4
1.377,2.0126183584068258e-4
1.378,2.0166236847529717e-4
1.379,2.0206096955632802e-4
1.38,2.0245763603554678e-4
1.381,2.0285236486472513e-4
1.382,2.03245153016951e-4
1.383,2.0363599747241778e-4
1.384,2.0402489521131884e-4
1.385,2.0441184323516381e-4
1.386,2.0479683853125152e-4
1.387,2.0517987811530247e-4
1.388,2.0556095900303717e-4
1.389,2.0594007821017613e-4
1.39,2.0631723277375613e-4
1.391,2.0669241973081398e-4
1.392,2.070656361254919e-4
1.393,2.0743687901614294e-4
1.394,2.078061454398039e-4
1.395,2.081734324832496e-4
1.396,2.085387372119385e-4
1.397,2.0890205670553996e-4
1.398,2.0926338804372335e-4
1.399,2.0962272832036888e-4
1.4,2.099800746435676e-4
1.401,2.1033542410719974e-4
1.402,2.1068877382646178e-4
1.403,2.1104012091655022e-4
1.404,2.113894625068724e-4
1.405,2.1173679571973025e-4
1.406,2.1208211769163654e-4
1.407,2.1242542555910404e-4
1.408,2.1276671647996181e-4
1.409,2.1310598759782806e-4
1.41,2.1344323607053184e-4
1.411,2.1377845906300763e-4
1.412,2.141117620411137e-4
1.413,2.1444308830353975e-4
1.414,2.147723956795744e-4
1.415,2.1509968205890573e-4
1.416,2.1542494536674894e-4
1.417,2.1574818352831926e-4
1.418,2.1606939451856988e-4
1.419,2.1638857631955943e-4
1.42,2.1670572694176826e-4
1.421,2.1702084441699299e-4
1.422,2.173339267983465e-4
1.423,2.1764497217446888e-4
1.424,2.1795397864821098e-4
1.425,2.1826094433663457e-4
1.426,2.1856586740653938e-4
1.427,2.188687460318306e-4
1.428,2.1916957840062423e-4
1.429,2.1946836276498516e-4
1.43,2.1976509734855654e-4
1.431,2.200597804460358e-4
1.432,2.2035241034501496e-4
1.433,2.2064298537571858e-4
1.434,2.209315038825821e-4
1.435,2.2121796425267348e-4
1.436,2.2150236487306074e-4
1.437,2.2178470418054985e-4
1.438,2.2206498061905222e-4
1.439,2.2234319266090097e-4
1.44,2.2261933882106177e-4
1.441,2.2289341761450032e-4
1.442,2.2316542760592029e-4
1.443,2.2343536736713077e-4
1.444,2.2370323551257343e-4
1.445,2.2396903066379537e-4
1.446,2.2423275149208166e-4
1.447,2.2449439667582283e-4
1.448,2.247539649289365e-4
1.449,2.2501145498665664e-4
1.45,2.2526686561263887e-4
1.451,2.2552019561317138e-4
1.452,2.2577144378033154e-4
1.453,2.260206089914618e-4
1.454,2.2626769009548298e-4
1.455,2.265126768818959e-4
1.456,2.267555295318857e-4
1.457,2.2699628946298844e-4
1.458,2.2723495538912175e-4
1.459,2.27471526052625e-4
1.46,2.2770600024557552e-4
1.461,2.2793837674583983e-4
1.462,2.281686543526007e-4
1.463,2.2839683190767346e-4
1.464,2.2862290825997889e-4
1.465,2.2884688228685945e-4
1.466,2.290687528798685e-4
1.467,2.2928851896608649e-4
1.468,2.2950617947259389e-4
1.469,2.297217333619983e-4
1.47,2.2993517961822363e-4
1.471,2.3014651724651003e-4
1.472,2.3035574526630853e-4
1.473,2.3056286272549187e-4
1.474,2.3076786868614363e-4
1.475,2.3097076225297997e-4
1.476,2.311715425236116e-4
1.477,2.3137020863828184e-4
1.478,2.3156675973723395e-4
1.479,2.3176119502466008e-4
1.48,2.3195351366922523e-4
1.481,2.3214371491064867e-4
1.482,2.3233179798864967e-4
1.483,2.3251776215715836e-4
1.484,2.3270160671273743e-4
1.485,2.32883330959055e-4
1.486,2.330629342282009e-4
1.487,2.3324041587358124e-4
1.488,2.3341577525570756e-4
1.489,2.3358901179904024e-4
1.49,2.3376012489961795e-4
1.491,2.3392911400321736e-4
1.492,2.3409597858403686e-4
1.493,2.342607181162748e-4
1.494,2.3442333211676214e-4
1.495,2.345838201023298e-4
1.496,2.3474218163244132e-4
1.497,2.3489841629498187e-4
1.498,2.3505252367073126e-4
1.499,2.3520449073544114e-4
1.5,2.353543203668096e-4
1.501,2.355020195992097e-4
1.502,2.356475880063158e-4
1.503,2.357910252186457e-4
1.504,2.3593233085961174e-4
1.505,2.360715045881534e-4
1.506,2.3620854605610475e-4
1.507,2.3634345497214326e-4
1.508,2.3647623105205184e-4
1.509,2.3660687401871883e-4
1.51,2.3673538363055968e-4
1.511,2.3686175966020073e-4
1.512,2.369860019015846e-4
1.513,2.3710811015575928e-4
1.514,2.3722808427351083e-4
1.515,2.3734592410562527e-4
1.516,2.374616295242049e-4
1.517,2.375752004155629e-4
1.518,2.376866367157504e-4
1.519,2.3779593833239687e-4
1.52,2.37903105244186e-4
1.521,2.380081374226961e-4
1.522,2.3811103486082175e-4
1.523,2.3821179756566835e-4
1.524,2.3831042559407933e-4
1.525,2.3840691898868727e-4
1.526,2.3850127782765185e-4
1.527,2.385935022175545e-4
1.528,2.3868359227208202e-4
1.529,2.3877154812623758e-4
1.53,2.3885736994344597e-4
1.531,2.389410579013429e-4
1.532,2.3902261220598575e-4
1.533,2.3910203306343192e-4
1.534,2.3917932072947679e-4
1.535,2.3925447545991574e-4
1.536,2.3932749753186044e-4
1.537,2.393983872579497e-4
1.538,2.3946714495082233e-4
1.539,2.3953377095864425e-4
1.54,2.3959826563668685e-4
1.541,2.3966062938285404e-4
1.542,2.3972086083290378e-4
1.543,2.397789360983893e-4
1.544,2.398348790535465e-4
1.545,2.3988869002522506e-4
1.546,2.3994036936869634e-4
1.547,2.399899174676534e-4
1.548,2.4003733470578936e-4
1.549,2.4008262148811355e-4
1.55,2.401257782409516e-4
1.551,2.4016680540484003e-4
1.552,2.4020570344873704e-4
1.553,2.402424728344954e-4
1.554,2.402771140737059e-4
1.555,2.40309627656643e-4
1.556,2.4034001411621375e-4
1.557,2.4036827399953609e-4
1.558,2.4039440787504418e-4
1.559,2.4041841629696137e-4
1.56,2.4044029988345983e-4
1.561,2.404600592385009e-4
1.562,2.4047769498025673e-4
1.563,2.4049320777663752e-4
1.564,2.405065982600263e-4
1.565,2.4051786712675494e-4
1.566,2.405270150660499e-4
1.567,2.4053404279555934e-4
1.568,2.40538951025826e-4
1.569,2.4054174052423605e-4
1.57,2.4054241203685933e-4
1.571,2.4054096634529287e-4
1.572,2.4053740424534453e-4
1.573,2.4053172654703303e-4
1.574,2.4052393407458794e-4
1.575,2.4051402767355512e-4
1.576,2.4050200819658585e-4
1.577,2.4048787652475312e-4
1.578,2.4047163355334078e-4
1.579,2.4045328019184353e-4
1.58,2.404328173568615e-4
1.581,2.4041024599341654e-4
1.582,2.4038556706074132e-4
1.583,2.403587815322794e-4
1.584,2.4032989038857977e-4
1.585,2.4029889464571852e-4
1.586,2.4026579657032698e-4
1.587,2.402305973134844e-4
1.588,2.4019329680413648e-4
1.589,2.4015389613651905e-4
1.59,2.401123963977625e-4
1.591,2.4006879869631348e-4
1.592,2.400231041761458e-4
1.593,2.3997531397412786e-4
1.594,2.3992542925554972e-4
1.595,2.3987345119991232e-4
1.596,2.3981938099382205e-4
1.597,2.3976321984520155e-4
1.598,2.3970496899039517e-4
1.599,2.3964462967995814e-4
1.6,2.395822031431294e-4
1.601,2.395176906730967e-4
1.602,2.3945109357015326e-4
1.603,2.3938241311327602e-4
